词	TF	IDF	Raw_Score	Final_Score
eliminated	0.149320	7.807307	5.219772	0.701355
boosting	0.149320	7.807307	5.219772	0.701355
NEB	0.227335	7.807307	5.428912	0.718636
双表	0.149320	7.807307	5.219772	0.701355
特征描述	0.382264	7.114566	5.410092	0.717116
同构	0.463463	7.402045	5.624370	0.734023
OC	0.471979	7.402045	5.633441	0.734720
FDE	0.277712	7.807307	5.528575	0.726573
AOC	0.226082	7.807307	5.426160	0.718414
边界点	0.266587	7.402045	5.349005	0.712134
大致	0.261274	7.402045	5.338989	0.711310
Card	0.253917	7.807307	5.483968	0.723044
not	0.227979	7.807307	5.430321	0.718750
Present	0.253917	7.807307	5.483968	0.723044
Europay	0.154694	7.807307	5.237354	0.702841
MasterCard	0.154694	7.807307	5.237354	0.702841
Visa	0.154694	7.807307	5.237354	0.702841
EMV	0.235202	7.807307	5.445849	0.719998
card	0.154694	7.807307	5.237354	0.702841
present	0.154694	7.807307	5.237354	0.702841
CNP	0.235202	7.807307	5.445849	0.719998
网上支付	0.235202	7.807307	5.445849	0.719998
装载	0.288157	7.402045	5.387727	0.715300
外接	0.273228	7.402045	5.361251	0.713139
可分码	0.222039	7.807307	5.417178	0.717689
其列	0.145711	7.807307	5.207605	0.700323
逼真	0.274214	7.402045	5.363044	0.713286
严重破坏	0.147243	7.807307	5.212804	0.700764
相扰	0.147243	7.807307	5.212804	0.700764
最大者	0.151133	7.807307	5.225773	0.701863
逐个	0.400080	7.114566	5.432768	0.718947
特使	0.151133	7.807307	5.225773	0.701863
取整	0.151133	7.807307	5.225773	0.701863
OCNC	0.265223	7.807307	5.505661	0.724765
集阶数	0.141379	7.807307	5.192598	0.699046
做成	0.163906	7.807307	5.266126	0.705259
池在	0.151133	7.807307	5.225773	0.701863
1h	0.151133	7.807307	5.225773	0.701863
负压	0.141379	7.807307	5.192598	0.699046
波和声	0.141379	7.807307	5.192598	0.699046
赋值	0.141379	7.807307	5.192598	0.699046
客观化	0.141379	7.807307	5.192598	0.699046
PNC	0.217969	7.807307	5.407969	0.716944
BSR	0.217969	7.807307	5.407969	0.716944
BAT	0.142941	7.807307	5.198062	0.699512
relaying	0.142941	7.807307	5.198062	0.699512
300%	0.142941	7.807307	5.198062	0.699512
每段	0.259877	7.402045	5.336321	0.711091
出较	0.263171	7.402045	5.342588	0.711607
单段	0.139649	7.807307	5.186477	0.698524
置信区间	0.785980	6.555560	5.524525	0.726254
CBTA	0.308454	7.807307	5.580865	0.730661
所采	0.144630	7.807307	5.203901	0.700008
总量	0.144630	7.807307	5.203901	0.700008
发送量	0.271913	7.402045	5.358850	0.712942
避免出现	0.266817	7.402045	5.349436	0.712170
水平线	0.144630	7.807307	5.203901	0.700008
测试综合	0.236846	7.807307	5.449315	0.720276
可测性	0.646832	7.114566	5.672045	0.737666
杂交	0.158235	7.807307	5.248612	0.703789
ABAM	0.284084	7.807307	5.539872	0.727460
阵元数	0.155249	7.807307	5.239137	0.702991
将二值	0.170122	7.807307	5.284641	0.706807
偶中	0.356973	7.402045	5.494340	0.723868
IDTSC	0.224875	7.807307	5.423495	0.718199
不诚实	0.224875	7.807307	5.423495	0.718199
签密者	0.147643	7.807307	5.214154	0.700879
可追踪	0.147643	7.807307	5.214154	0.700879
折	0.159539	7.807307	5.252693	0.704132
唯一性	0.707957	6.555560	5.472465	0.722128
IRBC	0.286753	7.807307	5.544530	0.727826
Robin	0.158878	7.807307	5.250630	0.703959
残值	0.158878	7.807307	5.250630	0.703959
plateaued	0.356209	7.807307	5.652575	0.736184
度且	0.176829	7.807307	5.303877	0.708407
码中	0.535486	7.114566	5.577930	0.730433
相空间	0.163906	7.807307	5.266126	0.705259
初始值	0.451396	7.114566	5.492852	0.723750
冲撞	0.158235	7.807307	5.248612	0.703789
对图	0.283897	7.402045	5.380314	0.714697
防护	0.814504	6.555560	5.542278	0.727649
CAZAC	0.148466	7.807307	5.216918	0.701113
自反	0.148466	7.807307	5.216918	0.701113
相关器	0.278084	7.402045	5.370018	0.713856
分布式系统	0.746398	6.891626	5.648203	0.735850
Givens	0.287682	7.807307	5.546141	0.727952
制及	0.143268	7.807307	5.199198	0.699608
亲疏	0.143268	7.807307	5.199198	0.699608
刚	0.143268	7.807307	5.199198	0.699608
远离	0.260333	7.402045	5.337192	0.711163
衰减系数	0.322952	7.402045	5.444473	0.719888
从大	0.156997	7.807307	5.244704	0.703460
时代背景	0.156997	7.807307	5.244704	0.703460
前沿技术	0.156997	7.807307	5.244704	0.703460
机遇	0.273100	7.402045	5.361017	0.713120
狭义	0.415450	7.807307	5.729238	0.741981
全速	0.237580	7.807307	5.450857	0.720400
超高速	0.168818	7.807307	5.280815	0.706487
或称	0.109779	7.807307	5.066858	0.688173
尝试性	0.109779	7.807307	5.066858	0.688173
于超	0.109779	7.807307	5.066858	0.688173
常速	0.109779	7.807307	5.066858	0.688173
要点	0.353133	7.114566	5.370640	0.713907
相对性	0.238557	7.807307	5.452899	0.720564
名义	0.276024	7.402045	5.366318	0.713553
纯粹	0.109779	7.807307	5.066858	0.688173
伽利略	0.168818	7.807307	5.280815	0.706487
契合	0.238557	7.807307	5.452899	0.720564
光速	0.298691	7.807307	5.564845	0.729414
对实	0.109779	7.807307	5.066858	0.688173
普遍意义	0.109779	7.807307	5.066858	0.688173
深刻	0.242684	7.402045	5.302264	0.708273
变革	0.168818	7.807307	5.280815	0.706487
个例	0.109779	7.807307	5.066858	0.688173
寓于	0.168818	7.807307	5.280815	0.706487
第四	0.109779	7.807307	5.066858	0.688173
扬弃	0.168818	7.807307	5.280815	0.706487
代之以	0.109779	7.807307	5.066858	0.688173
先前	0.344963	7.114566	5.358990	0.712954
期待	0.109779	7.807307	5.066858	0.688173
恰当	0.462434	7.114566	5.504882	0.724703
洛仑兹	0.168818	7.807307	5.280815	0.706487
转而	0.109779	7.807307	5.066858	0.688173
依循	0.109779	7.807307	5.066858	0.688173
单极	0.208689	7.807307	5.386315	0.715185
蜕变	0.109779	7.807307	5.066858	0.688173
唯象	0.109779	7.807307	5.066858	0.688173
截止频率	0.565655	7.114566	5.605232	0.732549
音质	0.324090	7.402045	5.446224	0.720028
变维	0.133938	7.807307	5.165718	0.696748
全带	0.133938	7.807307	5.165718	0.696748
主客观	0.452016	6.891626	5.398436	0.716171
男声	0.133938	7.807307	5.165718	0.696748
集时	0.132551	7.807307	5.160543	0.696304
更高且	0.132551	7.807307	5.160543	0.696304
空白	0.258897	7.807307	5.493639	0.723812
集小波	0.139375	7.807307	5.185499	0.698441
粘贴	0.139375	7.807307	5.185499	0.698441
NI	0.139375	7.807307	5.185499	0.698441
CRIO	0.139375	7.807307	5.185499	0.698441
两阶	0.139375	7.807307	5.185499	0.698441
容灾	0.831762	7.114566	5.797368	0.747042
故障注入	0.479943	7.402045	5.641778	0.735358
灾备	0.403928	7.402045	5.555881	0.728714
系统维护	0.143938	7.807307	5.201517	0.699806
功能型	0.212721	7.807307	5.395838	0.715960
系统调度	0.410155	7.402045	5.563502	0.729309
空载	0.141080	7.807307	5.191546	0.698957
下俩	0.140496	7.807307	5.189482	0.698781
个源	0.332386	7.402045	5.458807	0.721037
对源	0.495593	6.891626	5.444251	0.719870
电能	0.150666	7.807307	5.224234	0.701733
树对	0.147243	7.807307	5.212804	0.700764
复合型	0.212721	7.807307	5.395838	0.715960
单星	0.222039	7.807307	5.417178	0.717689
逻辑运算	0.505942	6.891626	5.454540	0.720695
群中	0.261440	7.402045	5.339304	0.711336
'	0.267618	7.402045	5.350927	0.712292
cast	0.139375	7.807307	5.185499	0.698441
根据上述	0.275247	7.402045	5.364914	0.713439
能强	0.139928	7.807307	5.187467	0.698609
下来	0.266725	7.402045	5.349264	0.712155
MAODV	0.348140	7.807307	5.641160	0.735311
UNI	0.213535	7.807307	5.397739	0.716114
单芯片	0.201013	7.807307	5.367662	0.713663
双频	0.454115	7.402045	5.614219	0.733242
吸波器	0.282289	7.807307	5.536716	0.727213
氧化物	0.133331	7.807307	5.163459	0.696555
CMOS	0.490348	7.114566	5.534071	0.727005
0.60	0.133331	7.807307	5.163459	0.696555
0.65	0.249600	7.402045	5.316245	0.709433
75	0.133331	7.807307	5.163459	0.696555
吸波	0.203806	7.807307	5.374531	0.714225
顶层	0.133331	7.807307	5.163459	0.696555
铜	0.269489	7.402045	5.354393	0.712577
3.2	0.267658	7.402045	5.351001	0.712298
八边形	0.133331	7.807307	5.163459	0.696555
开口	0.133331	7.807307	5.163459	0.696555
碳化硅	0.133331	7.807307	5.163459	0.696555
氮化硅	0.133331	7.807307	5.163459	0.696555
9.02	0.133331	7.807307	5.163459	0.696555
背面	0.133331	7.807307	5.163459	0.696555
0.921	0.133331	7.807307	5.163459	0.696555
THz	0.318232	7.402045	5.437143	0.719299
1.181	0.133331	7.807307	5.163459	0.696555
吸收率	0.363663	7.114566	5.385263	0.715100
97.84%	0.133331	7.807307	5.163459	0.696555
95.76%	0.133331	7.807307	5.163459	0.696555
砷化镓	0.133331	7.807307	5.163459	0.696555
当时	0.148050	7.807307	5.215525	0.700995
柔顺	0.592865	7.114566	5.628639	0.734351
受力	0.338334	7.402045	5.467638	0.721743
执行器	0.147243	7.807307	5.212804	0.700764
内同	0.146084	7.807307	5.208876	0.700431
SCMS	0.464607	7.402045	5.625599	0.734118
DSCMS	0.269145	7.807307	5.512970	0.725343
7.15%	0.143600	7.807307	5.200349	0.699706
数域	0.292533	7.807307	5.554468	0.728604
解沿	0.139104	7.807307	5.184533	0.698358
无穷小	0.139104	7.807307	5.184533	0.698358
不等长	0.573751	7.114566	5.612312	0.733095
十字形	0.249572	7.807307	5.475373	0.722360
奇偶	0.575545	6.891626	5.518722	0.725797
不随	0.134145	7.807307	5.166485	0.696814
偶模	0.278890	7.402045	5.371459	0.713974
奇模	0.278890	7.402045	5.371459	0.713974
ESPRIT	0.318873	7.807307	5.597414	0.731944
GTD	0.255096	7.807307	5.486275	0.723227
参数均	0.137804	7.807307	5.179862	0.697959
行程	0.649201	7.114566	5.673867	0.737805
对长	0.148050	7.807307	5.215525	0.700995
城市交通	0.148050	7.807307	5.215525	0.700995
卡口	0.148050	7.807307	5.215525	0.700995
交由	0.287237	7.402045	5.386135	0.715171
隐私权	0.148889	7.807307	5.218334	0.701233
EH	0.136117	7.807307	5.173738	0.697435
迟延	0.323094	7.402045	5.444692	0.719905
Massive	0.523530	7.114566	5.566683	0.729557
频效	0.502813	7.402045	5.664971	0.737129
频效值	0.140786	7.807307	5.190508	0.698868
Google	0.477399	6.891626	5.425632	0.718372
PPI	0.287682	7.807307	5.546141	0.727952
乳腺癌	0.387845	7.807307	5.694974	0.739404
差异基因	0.336764	7.807307	5.624608	0.734041
拷贝数	0.431782	7.402045	5.589098	0.731300
发病	0.134780	7.807307	5.168831	0.697015
诊疗	0.266847	7.402045	5.349490	0.712174
癌症	0.394809	7.402045	5.544509	0.727824
基因组	0.134780	7.807307	5.168831	0.697015
卡方	0.478205	6.891626	5.426472	0.718439
edgeR	0.134780	7.807307	5.168831	0.697015
ks	0.134780	7.807307	5.168831	0.697015
string	0.134780	7.807307	5.168831	0.697015
蛋白质	0.134780	7.807307	5.168831	0.697015
互作	0.134780	7.807307	5.168831	0.697015
GO	0.134780	7.807307	5.168831	0.697015
富集	0.134780	7.807307	5.168831	0.697015
倍数	0.134780	7.807307	5.168831	0.697015
0.05	0.134780	7.807307	5.168831	0.697015
共有	0.134780	7.807307	5.168831	0.697015
579	0.134780	7.807307	5.168831	0.697015
上调	0.134780	7.807307	5.168831	0.697015
543	0.134780	7.807307	5.168831	0.697015
下调	0.134780	7.807307	5.168831	0.697015
036	0.134780	7.807307	5.168831	0.697015
ATAD2B	0.134780	7.807307	5.168831	0.697015
Regev	0.338688	7.402045	5.468159	0.721784
Vaikuntanathan	0.151609	7.807307	5.227339	0.701995
GPV	0.151609	7.807307	5.227339	0.701995
收买	0.151609	7.807307	5.227339	0.701995
TDC	0.303005	7.807307	5.571987	0.729971
Artix	0.128319	7.807307	5.144410	0.694917
进位	0.530711	7.402045	5.691879	0.739170
链为	0.128319	7.807307	5.144410	0.694917
宽码	0.128319	7.807307	5.144410	0.694917
流水线	0.128319	7.807307	5.144410	0.694917
逐一	0.255981	7.402045	5.328804	0.710471
bin	0.196394	7.807307	5.356093	0.712716
中赛	0.128319	7.807307	5.144410	0.694917
灵思	0.128319	7.807307	5.144410	0.694917
XADC	0.128319	7.807307	5.144410	0.694917
常温	0.128319	7.807307	5.144410	0.694917
27	0.128319	7.807307	5.144410	0.694917
℃	0.465012	7.114566	5.507651	0.724922
宽为	0.128319	7.807307	5.144410	0.694917
5.63	0.128319	7.807307	5.144410	0.694917
11.7	0.128319	7.807307	5.144410	0.694917
于六链	0.128319	7.807307	5.144410	0.694917
43.1%	0.128319	7.807307	5.144410	0.694917
36.8%	0.247797	7.402045	5.312638	0.709134
Shapelet	0.300864	7.807307	5.568455	0.729695
σ	0.263614	7.402045	5.343426	0.711676
间端	0.134780	7.807307	5.168831	0.697015
MQEN	0.205945	7.807307	5.379728	0.714649
激活状态	0.134780	7.807307	5.168831	0.697015
罚	0.303244	7.807307	5.572380	0.730001
水波	0.303244	7.807307	5.572380	0.730001
bounding	0.144281	7.807307	5.202700	0.699906
box	0.277238	7.402045	5.368502	0.713732
优秀	0.262165	7.402045	5.340682	0.711450
波高	0.144281	7.807307	5.202700	0.699906
失效恢复	0.217029	7.807307	5.405819	0.716770
未能	0.384471	7.114566	5.412958	0.717348
遭袭	0.142302	7.807307	5.195834	0.699322
QIMMA	0.224875	7.807307	5.423495	0.718199
种低	0.147643	7.807307	5.214154	0.700879
三分之一	0.397849	7.114566	5.429984	0.718722
偶发	0.264717	7.402045	5.345502	0.711846
无导频	0.136822	7.807307	5.176307	0.697655
向性	0.259997	7.402045	5.336551	0.711110
黎曼	0.200487	7.807307	5.366359	0.713557
3.6	0.131085	7.807307	5.155013	0.695829
2.3	0.252072	7.402045	5.321148	0.709838
来波	0.374258	7.114566	5.399556	0.716262
UCA	0.486250	7.402045	5.648282	0.735856
OAM	0.959304	6.891626	5.773262	0.745261
角动量	0.567566	6.709508	5.431763	0.718866
每路	0.141080	7.807307	5.191546	0.698957
使能	0.436484	7.114566	5.476125	0.722420
三步	0.145344	7.807307	5.206352	0.700217
OMP	0.544461	7.114566	5.586209	0.731076
地隐式	0.131441	7.807307	5.156360	0.695945
RMCN	0.201013	7.807307	5.367662	0.713663
可加性	0.131441	7.807307	5.156360	0.695945
阻挡	0.474666	7.402045	5.636270	0.734936
社交互动	0.141990	7.807307	5.194741	0.699229
分治	0.251674	7.807307	5.479550	0.722692
场站	0.251674	7.807307	5.479550	0.722692
应急	0.885906	6.709508	5.653516	0.736255
紧	0.273522	7.402045	5.361787	0.713183
规模较	0.258884	7.402045	5.334416	0.710934
耦合度	0.135661	7.807307	5.172069	0.697293
投送	0.207245	7.807307	5.382859	0.714904
灾后	0.135661	7.807307	5.172069	0.697293
中单	0.364202	7.402045	5.504323	0.724659
单域	0.151133	7.807307	5.225773	0.701863
SNFMDN	0.229991	7.807307	5.434695	0.719102
限幅	0.595723	7.114566	5.631035	0.734535
激活子	0.260728	7.807307	5.497148	0.724091
1.25	0.138837	7.807307	5.183577	0.698277
1.4	0.267482	7.402045	5.350673	0.712271
狮群	0.246649	7.807307	5.469508	0.721892
Tent	0.377801	7.402045	5.522578	0.726101
母狮	0.132174	7.807307	5.159124	0.696182
幼狮	0.132174	7.807307	5.159124	0.696182
评估所	0.132174	7.807307	5.159124	0.696182
扩散式	0.144281	7.807307	5.202700	0.699906
箕	0.144281	7.807307	5.202700	0.699906
舌线	0.144281	7.807307	5.202700	0.699906
陡峭	0.275573	7.402045	5.365503	0.713487
6.86	0.137553	7.807307	5.178959	0.697882
1.02	0.137553	7.807307	5.178959	0.697882
弱光	0.216117	7.807307	5.403723	0.716600
ORB	0.302636	7.807307	5.571380	0.729923
SLAM	0.302636	7.807307	5.571380	0.729923
黑暗	0.219434	7.807307	5.411304	0.717214
SLAM2	0.143938	7.807307	5.201517	0.699806
照度	0.382413	7.402045	5.528621	0.726576
硫系	0.194879	7.807307	5.352239	0.712400
少模	0.194879	7.807307	5.352239	0.712400
光轴	0.128932	7.807307	5.146779	0.695121
外加	0.243122	7.807307	5.462338	0.721319
主轴	0.128932	7.807307	5.146779	0.695121
比和光	0.128932	7.807307	5.146779	0.695121
2.25	0.128932	7.807307	5.146779	0.695121
3.85	0.128932	7.807307	5.146779	0.695121
各光	0.128932	7.807307	5.146779	0.695121
愈发	0.128932	7.807307	5.146779	0.695121
HE11	0.197301	7.807307	5.358387	0.712904
HE21	0.197301	7.807307	5.358387	0.712904
TE01	0.197301	7.807307	5.358387	0.712904
TM01	0.197301	7.807307	5.358387	0.712904
均会	0.128932	7.807307	5.146779	0.695121
并会	0.128932	7.807307	5.146779	0.695121
蓝移	0.197301	7.807307	5.358387	0.712904
109	0.128932	7.807307	5.146779	0.695121
长处	0.128932	7.807307	5.146779	0.695121
0.569	0.128932	7.807307	5.146779	0.695121
0.391	0.128932	7.807307	5.146779	0.695121
0.559	0.128932	7.807307	5.146779	0.695121
违法	0.147243	7.807307	5.212804	0.700764
永久	0.147243	7.807307	5.212804	0.700764
抽签	0.147243	7.807307	5.212804	0.700764
变色龙	0.147243	7.807307	5.212804	0.700764
作恶	0.147243	7.807307	5.212804	0.700764
假说	0.409809	7.402045	5.563081	0.729276
感觉器官	0.145711	7.807307	5.207605	0.700323
器官	0.145711	7.807307	5.207605	0.700323
思维过程	0.145711	7.807307	5.207605	0.700323
究竟	0.145711	7.807307	5.207605	0.700323
部位	0.145711	7.807307	5.207605	0.700323
智能科学	0.145711	7.807307	5.207605	0.700323
三维空间	0.752317	6.422232	5.441341	0.719636
预白化	0.234408	7.807307	5.444165	0.719863
短信	0.471925	7.402045	5.633384	0.734715
单亲遗传	0.259800	7.807307	5.495374	0.723950
PGA	0.328639	7.807307	5.612441	0.733105
SAGA	0.213950	7.807307	5.398706	0.716193
比照	0.140210	7.807307	5.188468	0.698694
互补性	0.140210	7.807307	5.188468	0.698694
SAPGA	0.213950	7.807307	5.398706	0.716193
降温	0.140210	7.807307	5.188468	0.698694
两代	0.140210	7.807307	5.188468	0.698694
OVFDM	0.300864	7.807307	5.568455	0.729695
性来	0.140786	7.807307	5.190508	0.698868
服从	0.930161	6.304652	5.491794	0.723666
以太	0.694765	6.709508	5.532450	0.726878
CSMQ	0.151609	7.807307	5.227339	0.701995
Chord	0.492411	7.402045	5.654556	0.736335
标示	0.268976	7.402045	5.353445	0.712499
下求	0.166398	7.807307	5.273631	0.705887
簇状	0.224875	7.807307	5.423495	0.718199
三类	0.528134	7.114566	5.571044	0.729897
化自	0.141990	7.807307	5.194741	0.699229
GAR	0.141990	7.807307	5.194741	0.699229
Blackwellization	0.141990	7.807307	5.194741	0.699229
误块	0.434583	7.114566	5.473952	0.722247
slice	0.142302	7.807307	5.195834	0.699322
1dB	0.256957	7.402045	5.330698	0.710627
Dempster	0.504676	7.114566	5.548415	0.728130
mass	0.155249	7.807307	5.239137	0.702991
悖论	0.381596	7.402045	5.527556	0.726493
一票否决	0.155249	7.807307	5.239137	0.702991
CRN	0.235202	7.807307	5.445849	0.719998
CBAC	0.235202	7.807307	5.445849	0.719998
容侵	0.158878	7.807307	5.250630	0.703959
处含	0.151133	7.807307	5.225773	0.701863
减速器	0.282395	7.807307	5.536902	0.727227
臂杆	0.151133	7.807307	5.225773	0.701863
和振型	0.151133	7.807307	5.225773	0.701863
或虚警	0.148466	7.807307	5.216918	0.701113
BI	0.216117	7.807307	5.403723	0.716600
STCM	0.216117	7.807307	5.403723	0.716600
按时	0.152096	7.807307	5.228932	0.702130
费	0.152096	7.807307	5.228932	0.702130
清晰性	0.152096	7.807307	5.228932	0.702130
RBAC	0.348976	7.807307	5.642355	0.735402
区别对待	0.153101	7.807307	5.232207	0.702406
域外	0.153101	7.807307	5.232207	0.702406
美	0.148050	7.807307	5.215525	0.700995
罗限	0.148050	7.807307	5.215525	0.700995
MCRB	0.148050	7.807307	5.215525	0.700995
优势互补	0.254840	7.402045	5.326582	0.710287
核数	0.152593	7.807307	5.230555	0.702267
激化	0.152593	7.807307	5.230555	0.702267
墙	0.280269	7.402045	5.373913	0.714174
编址	0.152593	7.807307	5.230555	0.702267
SystemC	0.152593	7.807307	5.230555	0.702267
WIFI	0.303244	7.807307	5.572380	0.730001
听	0.141990	7.807307	5.194741	0.699229
说	0.141990	7.807307	5.194741	0.699229
LBT	0.216570	7.807307	5.404764	0.716684
保真	0.141990	7.807307	5.194741	0.699229
待选	0.342242	7.402045	5.473356	0.722199
删余	0.261200	7.807307	5.498050	0.724162
MA	0.369202	7.402045	5.511113	0.725196
CSS	0.518147	7.402045	5.679940	0.738266
伽马	0.372668	7.402045	5.515766	0.725563
虚警率	0.375159	7.114566	5.400753	0.716359
趋于平稳	0.141379	7.807307	5.192598	0.699046
面法	0.263156	7.807307	5.501764	0.724456
Kriging	0.208260	7.807307	5.385291	0.715102
点来	0.262457	7.402045	5.341237	0.711496
FIT	0.298070	7.807307	5.563808	0.729333
投资者	0.261680	7.807307	5.498962	0.724234
产出	0.139375	7.807307	5.185499	0.698441
装机容量	0.139375	7.807307	5.185499	0.698441
政府	0.492386	7.402045	5.654531	0.736333
装机	0.139375	7.807307	5.185499	0.698441
期权	0.139375	7.807307	5.185499	0.698441
近海	0.212721	7.807307	5.395838	0.715960
离岸	0.212721	7.807307	5.395838	0.715960
风电	0.485139	7.114566	5.528752	0.726587
补贴	0.212721	7.807307	5.395838	0.715960
0.137	0.139375	7.807307	5.185499	0.698441
USD	0.212721	7.807307	5.395838	0.715960
